"","date","block","plot","old_id","rep","t_num","g_ht","y_ht","max_ht","y_pct","clip_id","d_sub2","clip"
"4811","7/7/2021",2,"F2",NA,6,3,14,NA,14,"-100","PU2",11,"PU"
"4812","7/7/2021",2,"F2",NA,6,3,18.5,NA,18.5,"-100","CT1",11,"CT"
"4813","7/7/2021",2,"F2",NA,7,1,2.5,NA,2.5,"-100","PR2",11,"PR"
"4814","7/7/2021",2,"F2",NA,7,2,7.6,NA,7.6,"-100","PR1",11,"PR"
"4815","7/7/2021",2,"F2",NA,7,2,17.2,NA,17.2,"-100","CT1",11,"CT"
"4816","7/7/2021",2,"F2",NA,7,3,13,NA,13,"-100","CT2",11,"CT"
"4817","7/7/2021",2,"F2",NA,7,3,13,NA,13,"-100","PU2",11,"PU"
"4818","7/7/2021",2,"F2",NA,7,3,15.5,NA,15.5,"-100","PU1",11,"PU"
"4819","7/7/2021",2,"F2",NA,8,2,3.5,NA,3.5,"-100","PR2",11,"PR"
"4820","7/7/2021",2,"F2",NA,8,2,6,NA,6,"-100","PR1",11,"PR"
"4821","7/7/2021",2,"F2",NA,8,3,11.3,NA,11.3,"-100","PU2",11,"PU"
"4822","7/7/2021",2,"F2",NA,8,3,13,NA,13,"-100","PU1",11,"PU"
"4823","7/7/2021",2,"F2",NA,8,3,16.5,NA,16.5,"-100","CT1",11,"CT"
"4824","7/7/2021",2,"F2",NA,8,3,22,NA,22,"-100","CT2",11,"CT"
"4825","7/7/2021",2,"F2",NA,9,2,5.9,NA,5.9,"-100","PR2",11,"PR"
"4826","7/7/2021",2,"F2",NA,9,2,8.6,NA,8.6,"-100","PR1",11,"PR"
"4827","7/7/2021",2,"F2",NA,9,3,11.1,NA,11.1,"-100","PU2",11,"PU"
"4828","7/7/2021",2,"F2",NA,9,3,15.5,NA,15.5,"-100","PU1",11,"PU"
"4829","7/7/2021",2,"F2",NA,9,3,18,NA,18,"-100","CT2",11,"CT"
"4830","7/7/2021",2,"F2",NA,9,3,19.7,NA,19.7,"-100","CT1",11,"CT"
"4831","7/7/2021",2,"F2",NA,10,2,13.7,NA,13.7,"-100","PU2",11,"PU"
"4832","7/7/2021",2,"F2",NA,10,3,3,NA,3,"-100","PR2",11,"PR"
"4833","7/7/2021",2,"F2",NA,10,3,8.2,NA,8.2,"-100","PR1",11,"PR"
"4834","7/7/2021",2,"F2",NA,10,3,16,NA,16,"-100","PU1",11,"PU"
"4835","7/7/2021",2,"F2",NA,10,3,19.5,NA,19.5,"-100","CT2",11,"CT"
"4836","7/7/2021",2,"F2",NA,10,3,20.7,NA,20.7,"-100","CT1",11,"CT"
"4837","7/7/2021",2,"F5",NA,1,2,3,NA,3,"-100","PR1",11,"PR"
"4838","7/7/2021",2,"F5",NA,1,2,5.9,NA,5.9,"-100","PR2",11,"PR"
"4839","7/7/2021",2,"F5",NA,1,3,17,NA,17,"-100","CT2",11,"CT"
"4840","7/7/2021",2,"F5",NA,1,3,20,NA,20,"-100","PU2",11,"PU"
"4841","7/7/2021",2,"F5",NA,1,4,14.5,NA,14.5,"-100","CT1",11,"CT"
"4842","7/7/2021",2,"F5",NA,2,2,5.2,NA,5.2,"-100","PR1",11,"PR"
"4843","7/7/2021",2,"F5",NA,2,3,8.8,NA,8.8,"-100","PR2",11,"PR"
"4844","7/7/2021",2,"F5",NA,2,3,16.5,NA,16.5,"-100","CT1",11,"CT"
"4845","7/7/2021",2,"F5",NA,2,4,22,NA,22,"-100","PU2",11,"PU"
"4846","7/7/2021",2,"F5",NA,2,5,16.5,NA,16.5,"-100","CT2",11,"CT"
"4847","7/7/2021",2,"F5",NA,3,1,13,NA,13,"-100","CT1",11,"CT"
"4848","7/7/2021",2,"F5",NA,3,2,4,NA,4,"-100","PR1",11,"PR"
"4849","7/7/2021",2,"F5",NA,3,2,6.9,NA,6.9,"-100","PR2",11,"PR"
"4850","7/7/2021",2,"F5",NA,3,2,22.6,NA,22.6,"-100","PU2",11,"PU"
"4851","7/7/2021",2,"F5",NA,3,4,12,NA,12,"-100","CT2",11,"CT"
"4852","7/7/2021",2,"F5",NA,4,1,7.1,NA,7.1,"-100","PR1",11,"PR"
"4853","7/7/2021",2,"F5",NA,4,2,6.3,NA,6.3,"-100","PR2",11,"PR"
"4854","7/7/2021",2,"F5",NA,4,3,12,NA,12,"-100","CT2",11,"CT"
"4855","7/7/2021",2,"F5",NA,4,3,12.6,NA,12.6,"-100","PU2",11,"PU"
"4856","7/7/2021",2,"F5",NA,4,3,15.5,NA,15.5,"-100","CT1",11,"CT"
"4857","7/7/2021",2,"F5",NA,5,2,12.5,NA,12.5,"-100","CT2",11,"CT"
"4858","7/7/2021",2,"F5",NA,5,3,5.5,NA,5.5,"-100","PR2",11,"PR"
"4859","7/7/2021",2,"F5",NA,5,3,9,NA,9,"-100","PR1",11,"PR"
"4860","7/7/2021",2,"F5",NA,5,3,14,NA,14,"-100","CT1",11,"CT"
"4861","7/7/2021",2,"F5",NA,5,4,22.1,NA,22.1,"-100","PU2",11,"PU"
"4862","7/7/2021",2,"F5",NA,6,2,2.1,NA,2.1,"-100","PR1",11,"PR"
"4863","7/7/2021",2,"F5",NA,6,2,4.6,NA,4.6,"-100","PR2",11,"PR"
"4864","7/7/2021",2,"F5",NA,6,2,9.5,NA,9.5,"-100","CT2",11,"CT"
"4865","7/7/2021",2,"F5",NA,6,3,15.5,NA,15.5,"-100","PU2",11,"PU"
"4866","7/7/2021",2,"F5",NA,6,4,17.5,NA,17.5,"-100","CT1",11,"CT"
"4867","7/7/2021",2,"F5",NA,7,2,4.5,NA,4.5,"-100","PR2",11,"PR"
"4868","7/7/2021",2,"F5",NA,7,2,14.2,NA,14.2,"-100","PU2",11,"PU"
"4869","7/7/2021",2,"F5",NA,7,3,5,NA,5,"-100","PR1",11,"PR"
"4870","7/7/2021",2,"F5",NA,7,3,13,NA,13,"-100","CT2",11,"CT"
"4871","7/7/2021",2,"F5",NA,7,3,20,NA,20,"-100","CT1",11,"CT"
"4872","7/7/2021",2,"F5",NA,8,2,8,NA,8,"-100","PR2",11,"PR"
"4873","7/7/2021",2,"F5",NA,8,2,12.7,NA,12.7,"-100","PU2",11,"PU"
"4874","7/7/2021",2,"F5",NA,8,2,18.5,NA,18.5,"-100","CT2",11,"CT"
"4875","7/7/2021",2,"F5",NA,8,3,4.8,NA,4.8,"-100","PR1",11,"PR"
"4876","7/7/2021",2,"F5",NA,8,NA,NA,NA,0,"#VALUE!","CT1",11,"CT"
"4877","7/7/2021",2,"F5",NA,9,2,6.4,NA,6.4,"-100","PR2",11,"PR"
"4878","7/7/2021",2,"F5",NA,9,3,14,NA,14,"-100","CT1",11,"CT"
"4879","7/7/2021",2,"F5",NA,9,3,15.5,NA,15.5,"-100","PU2",11,"PU"
"4880","7/7/2021",2,"F5",NA,9,4,4.1,NA,4.1,"-100","PR1",11,"PR"
"4881","7/7/2021",2,"F5",NA,9,5,12.5,NA,12.5,"-100","CT2",11,"CT"
"4882","7/7/2021",2,"F5",NA,10,2,3,NA,3,"-100","PR1",11,"PR"
"4883","7/7/2021",2,"F5",NA,10,2,7.5,NA,7.5,"-100","PR2",11,"PR"
"4884","7/7/2021",2,"F5",NA,10,2,9,NA,9,"-100","PU2",11,"PU"
"4885","7/7/2021",2,"F5",NA,10,3,14,NA,14,"-100","CT2",11,"CT"
"4886","7/7/2021",2,"F5",NA,10,3,17.5,NA,17.5,"-100","CT1",11,"CT"
"4887","7/7/2021",3,"CT",NA,1,1,12.5,NA,12.5,"-100","PU2",11,"PU"
"4888","7/7/2021",3,"CT",NA,1,2,4.5,NA,4.5,"-100","PR2",11,"PR"
"4889","7/7/2021",3,"CT",NA,1,2,12.75,NA,12.75,"-100","CT1",11,"CT"
"4890","7/7/2021",3,"CT",NA,1,3,8,NA,8,"-100","PR1",11,"PR"
"4891","7/7/2021",3,"CT",NA,1,3,11.5,NA,11.5,"-100","CT2",11,"CT"
"4892","7/7/2021",3,"CT",NA,1,3,14.1,NA,14.1,"-100","PU1",11,"PU"
"4893","7/7/2021",3,"CT",NA,2,2,5.6,NA,5.6,"-100","PR1",11,"PR"
"4894","7/7/2021",3,"CT",NA,2,2,11.5,NA,11.5,"-100","PU1",11,"PU"
"4895","7/7/2021",3,"CT",NA,2,2,12.5,NA,12.5,"-100","CT1",11,"CT"
"4896","7/7/2021",3,"CT",NA,2,2,12.5,NA,12.5,"-100","PU2",11,"PU"
"4897","7/7/2021",3,"CT",NA,2,3,5.5,NA,5.5,"-100","PR2",11,"PR"
"4898","7/7/2021",3,"CT",NA,2,3,11.5,NA,11.5,"-100","CT2",11,"CT"
"4899","7/7/2021",3,"CT",NA,3,2,5,NA,5,"-100","PR2",11,"PR"
"4900","7/7/2021",3,"CT",NA,3,2,10.5,NA,10.5,"-100","CT1",11,"CT"
"4901","7/7/2021",3,"CT",NA,3,2,13.2,NA,13.2,"-100","PU1",11,"PU"
"4902","7/7/2021",3,"CT",NA,3,3,8.6,NA,8.6,"-100","PR1",11,"PR"
"4903","7/7/2021",3,"CT",NA,3,4,9,NA,9,"-100","PU2",11,"PU"
"4904","7/7/2021",3,"CT",NA,3,4,11,NA,11,"-100","CT2",11,"CT"
"4905","7/7/2021",3,"CT",NA,4,2,4,NA,4,"-100","PR2",11,"PR"
"4906","7/7/2021",3,"CT",NA,4,2,8.6,NA,8.6,"-100","PR1",11,"PR"
"4907","7/7/2021",3,"CT",NA,4,2,9,NA,9,"-100","CT2",11,"CT"
"4908","7/7/2021",3,"CT",NA,4,2,11,NA,11,"-100","PU2",11,"PU"
"4909","7/7/2021",3,"CT",NA,4,2,18.5,NA,18.5,"-100","CT1",11,"CT"
"4910","7/7/2021",3,"CT",NA,4,4,14.1,NA,14.1,"-100","PU1",11,"PU"
"4911","7/7/2021",3,"CT",NA,5,2,6,NA,6,"-100","PR2",11,"PR"
"4912","7/7/2021",3,"CT",NA,5,2,8.7,NA,8.7,"-100","PR1",11,"PR"
"4913","7/7/2021",3,"CT",NA,5,2,13.5,NA,13.5,"-100","PU2",11,"PU"
"4914","7/7/2021",3,"CT",NA,5,3,11,NA,11,"-100","CT2",11,"CT"
"4915","7/7/2021",3,"CT",NA,5,3,13.1,NA,13.1,"-100","PU1",11,"PU"
"4916","7/7/2021",3,"CT",NA,5,4,15.5,NA,15.5,"-100","CT1",11,"CT"
"4917","7/7/2021",3,"CT",NA,6,1,4,NA,4,"-100","CT1",11,"CT"
"4918","7/7/2021",3,"CT",NA,6,2,4.2,NA,4.2,"-100","PR2",11,"PR"
"4919","7/7/2021",3,"CT",NA,6,2,7.7,NA,7.7,"-100","PR1",11,"PR"
"4920","7/7/2021",3,"CT",NA,6,2,14,NA,14,"-100","CT2",11,"CT"
"4921","7/7/2021",3,"CT",NA,6,3,11.5,NA,11.5,"-100","PU2",11,"PU"
"4922","7/7/2021",3,"CT",NA,6,3,14,NA,14,"-100","PU1",11,"PU"
"4923","7/7/2021",3,"CT",NA,7,2,3.7,NA,3.7,"-100","PR2",11,"PR"
"4924","7/7/2021",3,"CT",NA,7,2,13,NA,13,"-100","PU2",11,"PU"
"4925","7/7/2021",3,"CT",NA,7,3,6.4,NA,6.4,"-100","PR1",11,"PR"
"4926","7/7/2021",3,"CT",NA,7,3,12,NA,12,"-100","CT1",11,"CT"
"4927","7/7/2021",3,"CT",NA,7,3,15.2,NA,15.2,"-100","PU1",11,"PU"
"4928","7/7/2021",3,"CT",NA,7,6,11,NA,11,"-100","CT2",11,"CT"
"4929","7/7/2021",3,"CT",NA,8,2,2,NA,2,"-100","PR2",11,"PR"
"4930","7/7/2021",3,"CT",NA,8,2,7.4,NA,7.4,"-100","PR1",11,"PR"
"4931","7/7/2021",3,"CT",NA,8,2,10.5,NA,10.5,"-100","CT1",11,"CT"
"4932","7/7/2021",3,"CT",NA,8,2,12.5,NA,12.5,"-100","PU2",11,"PU"
"4933","7/7/2021",3,"CT",NA,8,3,11,NA,11,"-100","PU1",11,"PU"
"4934","7/7/2021",3,"CT",NA,8,4,10,NA,10,"-100","CT2",11,"CT"
"4935","7/7/2021",3,"CT",NA,9,2,2,NA,2,"-100","PR2",11,"PR"
"4936","7/7/2021",3,"CT",NA,9,2,5.5,NA,5.5,"-100","CT1",11,"CT"
"4937","7/7/2021",3,"CT",NA,9,2,11,NA,11,"-100","PU2",11,"PU"
"4938","7/7/2021",3,"CT",NA,9,3,7.5,NA,7.5,"-100","PR1",11,"PR"
"4939","7/7/2021",3,"CT",NA,9,4,8,NA,8,"-100","CT2",11,"CT"
"4940","7/7/2021",3,"CT",NA,9,4,13.3,NA,13.3,"-100","PU1",11,"PU"
"4941","7/7/2021",3,"CT",NA,10,2,4.3,NA,4.3,"-100","PR1",11,"PR"
"4942","7/7/2021",3,"CT",NA,10,2,12,NA,12,"-100","CT1",11,"CT"
"4943","7/7/2021",3,"CT",NA,10,3,3,NA,3,"-100","PR2",11,"PR"
"4944","7/7/2021",3,"CT",NA,10,3,9,NA,9,"-100","PU2",11,"PU"
"4945","7/7/2021",3,"CT",NA,10,3,14.3,NA,14.3,"-100","PU1",11,"PU"
"4946","7/7/2021",3,"CT",NA,10,4,11,NA,11,"-100","CT2",11,"CT"
"4947","7/7/2021",3,"F10",NA,1,2,1.5,NA,1.5,"-100","PR2",11,"PR"
"4948","7/7/2021",3,"F10",NA,1,2,8.5,NA,8.5,"-100","CT2",11,"CT"
"4949","7/7/2021",3,"F10",NA,1,3,15.5,NA,15.5,"-100","PU2",11,"PU"
"4950","7/7/2021",3,"F10",NA,1,3,18,NA,18,"-100","PU1",11,"PU"
"4951","7/7/2021",3,"F10",NA,1,3,19.5,NA,19.5,"-100","CT1",11,"CT"
"4952","7/7/2021",3,"F10",NA,2,2,2.75,NA,2.75,"-100","PR2",11,"PR"
"4953","7/7/2021",3,"F10",NA,2,2,11.5,NA,11.5,"-100","PU2",11,"PU"
"4954","7/7/2021",3,"F10",NA,2,2,14.3,NA,14.3,"-100","PU1",11,"PU"
"4955","7/7/2021",3,"F10",NA,2,3,12.5,NA,12.5,"-100","CT1",11,"CT"
"4956","7/7/2021",3,"F10",NA,2,3,14,NA,14,"-100","CT2",11,"CT"
"4957","7/7/2021",3,"F10",NA,3,1,6.5,NA,6.5,"-100","PR2",11,"PR"
"4958","7/7/2021",3,"F10",NA,3,2,8,NA,8,"-100","PU2",11,"PU"
"4959","7/7/2021",3,"F10",NA,3,2,9.3,NA,9.3,"-100","PU1",11,"PU"
"4960","7/7/2021",3,"F10",NA,3,3,15.5,NA,15.5,"-100","CT1",11,"CT"
"4961","7/7/2021",3,"F10",NA,3,4,14,NA,14,"-100","CT2",11,"CT"
"4962","7/7/2021",3,"F10",NA,4,2,7,NA,7,"-100","PR2",11,"PR"
"4963","7/7/2021",3,"F10",NA,4,2,12.2,NA,12.2,"-100","PU1",11,"PU"
"4964","7/7/2021",3,"F10",NA,4,3,15.5,NA,15.5,"-100","CT1",11,"CT"
"4965","7/7/2021",3,"F10",NA,4,3,18,NA,18,"-100","CT2",11,"CT"
"4966","7/7/2021",3,"F10",NA,4,3,20,NA,20,"-100","PU2",11,"PU"
"4967","7/7/2021",3,"F10",NA,5,2,7.5,NA,7.5,"-100","CT1",11,"CT"
"4968","7/7/2021",3,"F10",NA,5,2,7.5,NA,7.5,"-100","PU2",11,"PU"
"4969","7/7/2021",3,"F10",NA,5,2,8.3,NA,8.3,"-100","PU1",11,"PU"
"4970","7/7/2021",3,"F10",NA,5,2,17,NA,17,"-100","CT2",11,"CT"
"4971","7/7/2021",3,"F10",NA,5,4,4,NA,4,"-100","PR2",11,"PR"
"4972","7/7/2021",3,"F10",NA,6,2,4.5,NA,4.5,"-100","PR2",11,"PR"
"4973","7/7/2021",3,"F10",NA,6,2,17.1,NA,17.1,"-100","PU1",11,"PU"
"4974","7/7/2021",3,"F10",NA,6,3,17,NA,17,"-100","CT2",11,"CT"
"4975","7/7/2021",3,"F10",NA,6,3,17.5,NA,17.5,"-100","CT1",11,"CT"
"4976","7/7/2021",3,"F10",NA,6,3,19,NA,19,"-100","PU2",11,"PU"
"4977","7/7/2021",3,"F10",NA,7,1,12,NA,12,"-100","PU1",11,"PU"
"4978","7/7/2021",3,"F10",NA,7,2,11,NA,11,"-100","CT1",11,"CT"
"4979","7/7/2021",3,"F10",NA,7,3,4.5,NA,4.5,"-100","PR2",11,"PR"
"4980","7/7/2021",3,"F10",NA,7,3,9,NA,9,"-100","PU2",11,"PU"
"4981","7/7/2021",3,"F10",NA,7,3,13,NA,13,"-100","CT2",11,"CT"
"4982","7/7/2021",3,"F10",NA,8,2,3,NA,3,"-100","PR2",11,"PR"
"4983","7/7/2021",3,"F10",NA,8,2,12,NA,12,"-100","PU2",11,"PU"
"4984","7/7/2021",3,"F10",NA,8,3,10.7,NA,10.7,"-100","PU1",11,"PU"
"4985","7/7/2021",3,"F10",NA,8,3,18,NA,18,"-100","CT2",11,"CT"
"4986","7/7/2021",3,"F10",NA,8,4,9,NA,9,"-100","CT1",11,"CT"
"4987","7/7/2021",3,"F10",NA,9,3,11.5,NA,11.5,"-100","PU2",11,"PU"
"4988","7/7/2021",3,"F10",NA,9,3,15.8,NA,15.8,"-100","PU1",11,"PU"
"4989","7/7/2021",3,"F10",NA,9,3,19.5,NA,19.5,"-100","CT1",11,"CT"
"4990","7/7/2021",3,"F10",NA,9,3,20,NA,20,"-100","CT2",11,"CT"
"4991","7/7/2021",3,"F10",NA,10,2,4.9,NA,4.9,"-100","PU1",11,"PU"
"4992","7/7/2021",3,"F10",NA,10,2,5,NA,5,"-100","PR2",11,"PR"
"4993","7/7/2021",3,"F10",NA,10,2,5.5,NA,5.5,"-100","PU2",11,"PU"
"4994","7/7/2021",3,"F10",NA,10,2,15,NA,15,"-100","CT1",11,"CT"
"4995","7/7/2021",3,"F10",NA,10,4,17,NA,17,"-100","CT2",11,"CT"
"4996","7/7/2021",3,"F5",NA,1,2,6.5,NA,6.5,"-100","PR1",11,"PR"
"4997","7/7/2021",3,"F5",NA,1,2,16.4,NA,16.4,"-100","CT2",11,"CT"
"4998","7/7/2021",3,"F5",NA,1,3,8.1,NA,8.1,"-100","PR2",11,"PR"
"4999","7/7/2021",3,"F5",NA,1,3,13.1,NA,13.1,"-100","PU2",11,"PU"
"5000","7/7/2021",3,"F5",NA,1,3,17,NA,17,"-100","PU1",11,"PU"
"5001","7/7/2021",3,"F5",NA,1,3,20.5,NA,20.5,"-100","CT1",11,"CT"
"5002","7/7/2021",3,"F5",NA,2,2,2.5,NA,2.5,"-100","PR1",11,"PR"
"5003","7/7/2021",3,"F5",NA,2,2,6.5,NA,6.5,"-100","PR2",11,"PR"
"5004","7/7/2021",3,"F5",NA,2,2,19.6,NA,19.6,"-100","CT2",11,"CT"
"5005","7/7/2021",3,"F5",NA,2,3,15.1,NA,15.1,"-100","PU2",11,"PU"
"5006","7/7/2021",3,"F5",NA,2,3,17,NA,17,"-100","CT1",11,"CT"
"5007","7/7/2021",3,"F5",NA,2,3,17,NA,17,"-100","PU1",11,"PU"
"5008","7/7/2021",3,"F5",NA,3,2,3.5,NA,3.5,"-100","PR1",11,"PR"
"5009","7/7/2021",3,"F5",NA,3,2,6,NA,6,"-100","PU1",11,"PU"
"5010","7/7/2021",3,"F5",NA,3,2,9,NA,9,"-100","PU2",11,"PU"
"5011","7/7/2021",3,"F5",NA,3,2,9.7,NA,9.7,"-100","PR2",11,"PR"
"5012","7/7/2021",3,"F5",NA,3,3,16.5,NA,16.5,"-100","CT1",11,"CT"
"5013","7/7/2021",3,"F5",NA,3,3,16.8,NA,16.8,"-100","CT2",11,"CT"
"5014","7/7/2021",3,"F5",NA,4,2,5,NA,5,"-100","PR1",11,"PR"
"5015","7/7/2021",3,"F5",NA,4,2,11,NA,11,"-100","PU1",11,"PU"
"5016","7/7/2021",3,"F5",NA,4,3,9.9,NA,9.9,"-100","PR2",11,"PR"
"5017","7/7/2021",3,"F5",NA,4,3,10.9,NA,10.9,"-100","PU2",11,"PU"
"5018","7/7/2021",3,"F5",NA,4,3,15.6,NA,15.6,"-100","CT2",11,"CT"
"5019","7/7/2021",3,"F5",NA,4,4,11.5,NA,11.5,"-100","CT1",11,"CT"
"5020","7/7/2021",3,"F5",NA,5,2,4,NA,4,"-100","PR1",11,"PR"
"5021","7/7/2021",3,"F5",NA,5,2,4,NA,4,"-100","PR2",11,"PR"
"5022","7/7/2021",3,"F5",NA,5,2,5,NA,5,"-100","PU1",11,"PU"
"5023","7/7/2021",3,"F5",NA,5,3,7.5,NA,7.5,"-100","PU2",11,"PU"
"5024","7/7/2021",3,"F5",NA,5,4,17.5,NA,17.5,"-100","CT1",11,"CT"
"5025","7/7/2021",3,"F5",NA,5,4,19.5,NA,19.5,"-100","CT2",11,"CT"
"5026","7/7/2021",3,"F5",NA,6,2,2.5,NA,2.5,"-100","PR1",11,"PR"
"5027","7/7/2021",3,"F5",NA,6,2,7.5,NA,7.5,"-100","PR2",11,"PR"
"5028","7/7/2021",3,"F5",NA,6,2,10.6,NA,10.6,"-100","PU2",11,"PU"
"5029","7/7/2021",3,"F5",NA,6,3,9,NA,9,"-100","CT1",11,"CT"
"5030","7/7/2021",3,"F5",NA,6,3,22,NA,22,"-100","CT2",11,"CT"
"5031","7/7/2021",3,"F5",NA,6,4,11.5,NA,11.5,"-100","PU1",11,"PU"
"5032","7/7/2021",3,"F5",NA,7,2,4,NA,4,"-100","PR1",11,"PR"
"5033","7/7/2021",3,"F5",NA,7,3,4.5,NA,4.5,"-100","PR2",11,"PR"
"5034","7/7/2021",3,"F5",NA,7,3,10.1,NA,10.1,"-100","PU2",11,"PU"
"5035","7/7/2021",3,"F5",NA,7,3,15,NA,15,"-100","PU1",11,"PU"
"5036","7/7/2021",3,"F5",NA,7,3,16.6,NA,16.6,"-100","CT2",11,"CT"
"5037","7/7/2021",3,"F5",NA,7,6,15.5,NA,15.5,"-100","CT1",11,"CT"
"5038","7/7/2021",3,"F5",NA,8,2,3.5,NA,3.5,"-100","PR1",11,"PR"
"5039","7/7/2021",3,"F5",NA,8,2,9.5,NA,9.5,"-100","PR2",11,"PR"
"5040","7/7/2021",3,"F5",NA,8,2,11.6,NA,11.6,"-100","PU2",11,"PU"
"5041","7/7/2021",3,"F5",NA,8,3,16.5,NA,16.5,"-100","CT2",11,"CT"
"5042","7/7/2021",3,"F5",NA,8,3,17,NA,17,"-100","PU1",11,"PU"
"5043","7/7/2021",3,"F5",NA,8,4,16,NA,16,"-100","CT1",11,"CT"
"5044","7/7/2021",3,"F5",NA,9,2,4,NA,4,"-100","PR1",11,"PR"
"5045","7/7/2021",3,"F5",NA,9,2,6,NA,6,"-100","PR2",11,"PR"
"5046","7/7/2021",3,"F5",NA,9,2,14,NA,14,"-100","CT1",11,"CT"
"5047","7/7/2021",3,"F5",NA,9,2,18.2,NA,18.2,"-100","PU2",11,"PU"
"5048","7/7/2021",3,"F5",NA,9,3,15,NA,15,"-100","PU1",11,"PU"
"5049","7/7/2021",3,"F5",NA,9,3,17.5,NA,17.5,"-100","CT2",11,"CT"
"5050","7/7/2021",3,"F5",NA,10,2,5.5,NA,5.5,"-100","PR1",11,"PR"
"5051","7/7/2021",3,"F5",NA,10,2,7.3,NA,7.3,"-100","PR2",11,"PR"
"5052","7/7/2021",3,"F5",NA,10,3,2,NA,2,"-100","PU1",11,"PU"
"5053","7/7/2021",3,"F5",NA,10,3,12.8,NA,12.8,"-100","PU2",11,"PU"
"5054","7/7/2021",3,"F5",NA,10,3,14,NA,14,"-100","CT1",11,"CT"
"5055","7/7/2021",3,"F5",NA,10,3,16.1,NA,16.1,"-100","CT2",11,"CT"
"5056","7/9/2018",1,"F5","CL1",1,3,10,NA,NA,NA,"PU1",1,"PU"
"5057","7/9/2018",1,"F5","CL1",2,2,10.5,NA,NA,NA,"PU1",1,"PU"
"5058","7/9/2018",1,"F5","CL1",3,1,7,NA,NA,NA,"PU1",1,"PU"
"5059","7/9/2018",1,"F5","CL1",4,3,15,NA,NA,NA,"PU1",1,"PU"
"5060","7/9/2018",1,"F5","CL1",5,2,12,NA,NA,NA,"PU1",1,"PU"
"5061","7/9/2018",1,"F5","CL1",6,1,8,NA,NA,NA,"PU1",1,"PU"
"5062","7/9/2018",1,"F5","CL2",1,1,10.2,NA,NA,NA,"PU2",1,"PU"
"5063","7/9/2018",1,"F5","CL2",2,3,8,NA,NA,NA,"PU2",1,"PU"
"5064","7/9/2018",1,"F5","CL2",3,2,11.4,NA,NA,NA,"PU2",1,"PU"
"5065","7/9/2018",1,"F5","CL2",4,3,11.1,NA,NA,NA,"PU2",1,"PU"
"5066","7/9/2018",1,"F5","CL2",5,2,11.5,NA,NA,NA,"PU2",1,"PU"
"5067","7/9/2018",1,"F5","CL2",6,2,7.3,NA,NA,NA,"PU2",1,"PU"
"5068","7/9/2018",1,"F5","CL3",1,2,7.5,NA,NA,NA,"PR1",1,"PR"
"5069","7/9/2018",1,"F5","CL3",2,4,7,NA,NA,NA,"PR1",1,"PR"
"5070","7/9/2018",1,"F5","CL3",3,2,6.8,NA,NA,NA,"PR1",1,"PR"
"5071","7/9/2018",1,"F5","CL3",4,2,7.3,NA,NA,NA,"PR1",1,"PR"
"5072","7/9/2018",1,"F5","CL3",5,1,7.3,NA,NA,NA,"PR1",1,"PR"
"5073","7/9/2018",1,"F5","CL3",6,2,8.7,NA,NA,NA,"PR1",1,"PR"
"5074","7/9/2018",1,"F5","CL4",1,2,7.4,NA,NA,NA,"PR2",1,"PR"
"5075","7/9/2018",1,"F5","CL4",2,1,8,NA,NA,NA,"PR2",1,"PR"
"5076","7/9/2018",1,"F5","CL4",3,2,8.6,NA,NA,NA,"PR2",1,"PR"
"5077","7/9/2018",1,"F5","CL4",4,3,7.3,NA,NA,NA,"PR2",1,"PR"
"5078","7/9/2018",1,"F5","CL4",5,1,5.3,NA,NA,NA,"PR2",1,"PR"
"5079","7/9/2018",1,"F5","CL4",6,1,8.9,NA,NA,NA,"PR2",1,"PR"
"5080","7/9/2018",1,"F5","CT1",1,1,16.1,NA,NA,NA,"CT1",1,"CT"
"5081","7/9/2018",1,"F5","CT1",2,3,18,NA,NA,NA,"CT1",1,"CT"
"5082","7/9/2018",1,"F5","CT1",3,1,19.4,NA,NA,NA,"CT1",1,"CT"
"5083","7/9/2018",1,"F5","CT1",4,1,16.6,NA,NA,NA,"CT1",1,"CT"
"5084","7/9/2018",1,"F5","CT1",5,1,17,NA,NA,NA,"CT1",1,"CT"
"5085","7/9/2018",1,"F5","CT1",6,3,17.8,NA,NA,NA,"CT1",1,"CT"
"5086","8/2/2019",1,"CT","CL1",1,3,7,NA,NA,NA,"PR1",8,"PR"
"5087","8/2/2019",1,"CT","CL1",2,2,6,NA,NA,NA,"PR1",8,"PR"
"5088","8/2/2019",1,"CT","CL1",3,2,4,NA,NA,NA,"PR1",8,"PR"
"5089","8/2/2019",1,"CT","CL1",4,2,6,NA,NA,NA,"PR1",8,"PR"
"5090","8/2/2019",1,"CT","CL1",5,2,4.5,NA,NA,NA,"PR1",8,"PR"
"5091","8/2/2019",1,"CT","CL1",6,1,6.5,NA,NA,NA,"PR1",8,"PR"
"5092","8/2/2019",1,"CT","CL2",1,3,3.5,NA,NA,NA,"PR2",8,"PR"
"5093","8/2/2019",1,"CT","CL2",2,6,4,NA,NA,NA,"PR2",8,"PR"
"5094","8/2/2019",1,"CT","CL2",3,3,2,NA,NA,NA,"PR2",8,"PR"
"5095","8/2/2019",1,"CT","CL2",4,2,3.5,NA,NA,NA,"PR2",8,"PR"
"5096","8/2/2019",1,"CT","CL2",5,3,5,NA,NA,NA,"PR2",8,"PR"
"5097","8/2/2019",1,"CT","CL2",6,3,4,NA,NA,NA,"PR2",8,"PR"
